id,month,day,year,temp,AverageTemperatureUncertaintyFahr,City,country_id,Country,Latitude,Longitude
25,1,1,1855,63.3578,36.0716,Auckland,NEW,New Zealand,36.17S,175.03E
26,2,1,1855,64.346,37.13,Auckland,NEW,New Zealand,36.17S,175.03E
27,3,1,1855,63.6584,34.3058,Auckland,NEW,New Zealand,36.17S,175.03E
28,4,1,1855,61.5848,34.7594,Auckland,NEW,New Zealand,36.17S,175.03E
29,5,1,1855,58.0028,34.1996,Auckland,NEW,New Zealand,36.17S,175.03E
30,6,1,1855,54.842,33.7568,Auckland,NEW,New Zealand,36.17S,175.03E
31,7,1,1855,53.1554,33.5048,Auckland,NEW,New Zealand,36.17S,175.03E
32,8,1,1855,52.3094,34.8422,Auckland,NEW,New Zealand,36.17S,175.03E
33,9,1,1855,52.61,34.1042,Auckland,NEW,New Zealand,36.17S,175.03E
34,10,1,1855,57.407,34.2302,Auckland,NEW,New Zealand,36.17S,175.03E
35,11,1,1855,58.1558,33.7622,Auckland,NEW,New Zealand,36.17S,175.03E
36,12,1,1855,60.9206,35.7026,Auckland,NEW,New Zealand,36.17S,175.03E
37,1,1,1856,61.8422,37.9166,Auckland,NEW,New Zealand,36.17S,175.03E
38,2,1,1856,62.033,37.8878,Auckland,NEW,New Zealand,36.17S,175.03E
39,3,1,1856,62.1266,35.9114,Auckland,NEW,New Zealand,36.17S,175.03E
40,4,1,1856,59.801,36.2966,Auckland,NEW,New Zealand,36.17S,175.03E
41,5,1,1856,55.4288,36.2642,NA,,NA,36.17S,175.03E
42,6,1,1856,53.2688,35.5856,Auckland,NEW,New Zealand,36.17S,175.03E
43,7,1,1856,50.9306,36.6656,Auckland,NEW,New Zealand,36.17S,175.03E
44,8,1,1856,51.5516,36.3308,Auckland,NEW,New Zealand,36.17S,175.03E
45,9,1,1856,52.8494,34.8008,Auckland,NEW,New Zealand,36.17S,175.03E
46,10,1,1856,53.9078,37.8698,Auckland,NEW,New Zealand,36.17S,175.03E
47,11,1,1856,55.5854,37.6772,Auckland,NEW,New Zealand,36.17S,175.03E
48,12,1,1856,63.7466,34.6208,Auckland,NEW,New Zealand,36.17S,175.03E
49,1,1,1857,63.5648,35.9654,Auckland,NEW,New Zealand,36.17S,175.03E
50,2,1,1857,63.1166,37.9544,Auckland,NEW,New Zealand,36.17S,175.03E
51,3,1,1857,62.1446,36.2156,Auckland,NEW,New Zealand,36.17S,175.03E
52,4,1,1857,58.5608,35.744,Auckland,NEW,New Zealand,36.17S,175.03E
53,5,1,1857,53.8034,37.3208,Auckland,NEW,New Zealand,36.17S,175.03E
54,6,1,1857,52.9538,34.2572,Auckland,NEW,New Zealand,36.17S,175.03E
55,7,1,1857,52.6676,33.5102,Auckland,NEW,New Zealand,36.17S,175.03E
56,8,1,1857,52.3364,33.5246,Auckland,NEW,New Zealand,36.17S,175.03E
57,9,1,1857,53.3354,33.7424,Auckland,NEW,New Zealand,36.17S,175.03E
58,10,1,1857,53.9888,34.826,Auckland,NEW,New Zealand,36.17S,175.03E
59,11,1,1857,56.4602,36.635,Auckland,NEW,New Zealand,36.17S,175.03E
60,12,1,1857,59.5634,38.6168,Auckland,NEW,New Zealand,36.17S,175.03E
61,1,1,1858,61.0502,40.5032,Auckland,NEW,New Zealand,36.17S,175.03E
62,2,1,1858,63.3416,35.8844,Auckland,NEW,New Zealand,36.17S,175.03E
63,3,1,1858,62.8052,36.8564,Auckland,NEW,New Zealand,36.17S,175.03E
64,4,1,1858,57.5726,39.1532,Auckland,NEW,New Zealand,36.17S,175.03E
65,5,1,1858,55.0436,39.0002,Auckland,NEW,New Zealand,36.17S,175.03E
66,6,1,1858,53.4056,34.5164,Auckland,NEW,New Zealand,36.17S,175.03E
67,7,1,1858,51.0404,35.753,Auckland,NEW,New Zealand,36.17S,175.03E
68,8,1,1858,52.4174,33.9206,Auckland,NEW,New Zealand,36.17S,175.03E
69,9,1,1858,53.5388,33.6758,Auckland,NEW,New Zealand,36.17S,175.03E
70,10,1,1858,54.6008,35.2004,Auckland,NEW,New Zealand,36.17S,175.03E
71,11,1,1858,57.254,36.608,Auckland,NEW,New Zealand,36.17S,175.03E
72,12,1,1858,62.276,34.5866,Auckland,NEW,New Zealand,36.17S,175.03E
73,1,1,1859,64.5872,34.0592,Auckland,NEW,New Zealand,36.17S,175.03E
74,2,1,1859,65.4764,33.8522,Auckland,NEW,New Zealand,36.17S,175.03E
75,3,1,1859,63.0788,35.7314,Auckland,NEW,New Zealand,36.17S,175.03E
76,4,1,1859,61.016,34.7756,Auckland,NEW,New Zealand,36.17S,175.03E
77,5,1,1859,57.407,34.8746,Auckland,NEW,New Zealand,36.17S,175.03E
78,6,1,1859,54.3794,34.5668,NA,,NA,36.17S,175.03E
79,7,1,1859,52.7036,33.2924,Auckland,NEW,New Zealand,36.17S,175.03E
80,8,1,1859,51.89,34.349,Auckland,NEW,New Zealand,36.17S,175.03E
81,9,1,1859,52.3202,33.5084,Auckland,NEW,New Zealand,36.17S,175.03E
82,10,1,1859,57.3152,34.0232,Auckland,NEW,New Zealand,36.17S,175.03E
83,11,1,1859,58.595,35.1392,Auckland,NEW,New Zealand,36.17S,175.03E
84,12,1,1859,61.4156,35.3012,Auckland,NEW,New Zealand,36.17S,175.03E
85,1,1,1860,65.2388,36.3524,Auckland,NEW,New Zealand,36.17S,175.03E
86,2,1,1860,65.804,35.2274,Auckland,NEW,New Zealand,36.17S,175.03E
87,3,1,1860,63.7088,35.357,Auckland,NEW,New Zealand,36.17S,175.03E
88,4,1,1860,62.105,34.133,Auckland,NEW,New Zealand,36.17S,175.03E
89,5,1,1860,58.3124,33.386,Auckland,NEW,New Zealand,36.17S,175.03E
90,6,1,1860,55.3352,34.844,Auckland,NEW,New Zealand,36.17S,175.03E
91,7,1,1860,52.6028,33.6146,Auckland,NEW,New Zealand,36.17S,175.03E
92,8,1,1860,51.4688,35.2436,Auckland,NEW,New Zealand,36.17S,175.03E
93,9,1,1860,52.9808,33.818,Auckland,NEW,New Zealand,36.17S,175.03E
94,10,1,1860,55.7942,33.3032,Auckland,NEW,New Zealand,36.17S,175.03E
95,11,1,1860,60.0872,35.5496,Auckland,NEW,New Zealand,36.17S,175.03E
96,12,1,1860,64.9634,40.3448,Auckland,NEW,New Zealand,36.17S,175.03E
97,1,1,1861,63.9734,36.6116,Auckland,NEW,New Zealand,36.17S,175.03E
98,2,1,1861,68.9846,38.003,Auckland,NEW,New Zealand,36.17S,175.03E
99,3,1,1861,65.6078,34.7774,Auckland,NEW,New Zealand,36.17S,175.03E
100,4,1,1861,63.0572,36.1778,Auckland,NEW,New Zealand,36.17S,175.03E
101,5,1,1861,60.3302,36.32,Auckland,NEW,New Zealand,36.17S,175.03E
102,6,1,1861,57.7382,36.41,Auckland,NEW,New Zealand,36.17S,175.03E
103,7,1,1861,54.6116,34.3418,Auckland,NEW,New Zealand,36.17S,175.03E
104,8,1,1861,52.3562,33.413,Auckland,NEW,New Zealand,36.17S,175.03E
105,9,1,1861,55.2866,34.3436,Auckland,NEW,New Zealand,36.17S,175.03E
106,10,1,1861,58.3754,36.2282,Auckland,NEW,New Zealand,36.17S,175.03E
107,11,1,1861,60.6596,35.3714,Auckland,NEW,New Zealand,36.17S,175.03E
108,12,1,1861,64.2272,34.8206,NA,,NA,36.17S,175.03E
109,1,1,1862,64.283,35.9618,NA,,NA,36.17S,175.03E
110,2,1,1862,68.4356,37.9508,Auckland,NEW,New Zealand,36.17S,175.03E
111,3,1,1862,65.9192,36.2732,Auckland,NEW,New Zealand,36.17S,175.03E
112,4,1,1862,62.0546,36.869,Auckland,NEW,New Zealand,36.17S,175.03E
113,5,1,1862,57.542,34.5362,Auckland,NEW,New Zealand,36.17S,175.03E
114,6,1,1862,54.3596,34.5884,Auckland,NEW,New Zealand,36.17S,175.03E
115,7,1,1862,54.4784,36.6296,Auckland,NEW,New Zealand,36.17S,175.03E
116,8,1,1862,53.5118,35.1788,Auckland,NEW,New Zealand,36.17S,175.03E
117,9,1,1862,56.0588,36.2642,Auckland,NEW,New Zealand,36.17S,175.03E
118,10,1,1862,55.9904,35.0258,Auckland,NEW,New Zealand,36.17S,175.03E
119,11,1,1862,60.6974,36.176,Auckland,NEW,New Zealand,36.17S,175.03E
120,12,1,1862,62.2904,36.2318,Auckland,NEW,New Zealand,36.17S,175.03E
121,1,1,1863,65.9498,35.8754,Auckland,NEW,New Zealand,36.17S,175.03E
122,2,1,1863,64.2596,38.1938,Auckland,NEW,New Zealand,36.17S,175.03E
123,3,1,1863,63.6476,33.4778,Auckland,NEW,New Zealand,36.17S,175.03E
124,4,1,1863,58.6634,36.4208,Auckland,NEW,New Zealand,36.17S,175.03E
125,5,1,1863,57.0434,34.9592,Auckland,NEW,New Zealand,36.17S,175.03E
126,6,1,1863,54.113,35.0888,Auckland,NEW,New Zealand,36.17S,175.03E
127,7,1,1863,52.7378,36.473,Auckland,NEW,New Zealand,36.17S,175.03E
128,8,1,1863,50.9648,36.4622,Auckland,NEW,New Zealand,36.17S,175.03E
129,9,1,1863,51.998,35.0942,Auckland,NEW,New Zealand,36.17S,175.03E
130,10,1,1863,55.1426,36.4136,Auckland,NEW,New Zealand,36.17S,175.03E
131,11,1,1863,55.328,36.9932,Auckland,NEW,New Zealand,36.17S,175.03E
132,12,1,1863,59.7524,34.1114,Auckland,NEW,New Zealand,36.17S,175.03E
133,1,1,1864,67.3232,34.5272,Auckland,NEW,New Zealand,36.17S,175.03E
134,2,1,1864,68.0738,38.0174,Auckland,NEW,New Zealand,36.17S,175.03E
135,3,1,1864,64.0526,35.2328,Auckland,NEW,New Zealand,36.17S,175.03E
136,4,1,1864,63.0752,36.8744,Auckland,NEW,New Zealand,36.17S,175.03E
137,5,1,1864,58.01,35.1392,Auckland,NEW,New Zealand,36.17S,175.03E
138,6,1,1864,55.0634,34.2806,Auckland,NEW,New Zealand,36.17S,175.03E
139,7,1,1864,55.4144,33.89,Auckland,NEW,New Zealand,36.17S,175.03E
140,8,1,1864,50.7146,35.4272,Auckland,NEW,New Zealand,36.17S,175.03E
141,9,1,1864,55.904,35.0474,Auckland,NEW,New Zealand,36.17S,175.03E
142,10,1,1864,58.3358,34.0502,Auckland,NEW,New Zealand,36.17S,175.03E
143,11,1,1864,61.8296,35.3516,Auckland,NEW,New Zealand,36.17S,175.03E
144,12,1,1864,66.3548,35.699,Auckland,NEW,New Zealand,36.17S,175.03E
145,1,1,1865,66.8336,34.2896,Auckland,NEW,New Zealand,36.17S,175.03E
146,2,1,1865,67.5932,34.3958,Auckland,NEW,New Zealand,36.17S,175.03E
147,3,1,1865,65.3756,33.53,Auckland,NEW,New Zealand,36.17S,175.03E
148,4,1,1865,61.6586,34.1438,Auckland,NEW,New Zealand,36.17S,175.03E
149,5,1,1865,56.867,34.1672,Auckland,NEW,New Zealand,36.17S,175.03E
150,6,1,1865,53.8502,34.538,Auckland,NEW,New Zealand,36.17S,175.03E
151,7,1,1865,52.3886,34.0268,Auckland,NEW,New Zealand,36.17S,175.03E
152,8,1,1865,52.124,33.6254,Auckland,NEW,New Zealand,36.17S,175.03E
153,9,1,1865,54.1544,33.35,Auckland,NEW,New Zealand,36.17S,175.03E
154,10,1,1865,55.0238,33.6866,Auckland,NEW,New Zealand,36.17S,175.03E
155,11,1,1865,59.4608,33.6542,Auckland,NEW,New Zealand,36.17S,175.03E
156,12,1,1865,61.8836,34.5542,Auckland,NEW,New Zealand,36.17S,175.03E
157,1,1,1866,66.3566,34.7252,Auckland,NEW,New Zealand,36.17S,175.03E
158,2,1,1866,68.846,35.87,Auckland,NEW,New Zealand,36.17S,175.03E
159,3,1,1866,66.1676,37.0598,Auckland,NEW,New Zealand,36.17S,175.03E
160,4,1,1866,61.5794,33.9728,Auckland,NEW,New Zealand,36.17S,175.03E
161,5,1,1866,57.812,35.6576,Auckland,NEW,New Zealand,36.17S,175.03E
162,6,1,1866,53.7026,33.3356,Auckland,NEW,New Zealand,36.17S,175.03E
163,7,1,1866,54.5684,35.5928,Auckland,NEW,New Zealand,36.17S,175.03E
164,8,1,1866,54.6854,35.4722,Auckland,NEW,New Zealand,36.17S,175.03E
165,9,1,1866,56.7734,34.8548,Auckland,NEW,New Zealand,36.17S,175.03E
166,10,1,1866,59.3294,35.5748,Auckland,NEW,New Zealand,36.17S,175.03E
167,11,1,1866,63.3092,36.5792,Auckland,NEW,New Zealand,36.17S,175.03E
168,12,1,1866,66.191,33.9656,Auckland,NEW,New Zealand,36.17S,175.03E
169,1,1,1867,68.5094,33.8522,Auckland,NEW,New Zealand,36.17S,175.03E
170,2,1,1867,66.992,33.7244,Auckland,NEW,New Zealand,36.17S,175.03E
171,3,1,1867,64.5098,34.1978,Auckland,NEW,New Zealand,36.17S,175.03E
172,4,1,1867,62.7998,34.169,Auckland,NEW,New Zealand,36.17S,175.03E
173,5,1,1867,57.4934,33.1286,Auckland,NEW,New Zealand,36.17S,175.03E
174,6,1,1867,52.9466,33.1952,Auckland,NEW,New Zealand,36.17S,175.03E
175,7,1,1867,54.6908,33.7262,Auckland,NEW,New Zealand,36.17S,175.03E
176,8,1,1867,52.8314,33.9566,Auckland,NEW,New Zealand,36.17S,175.03E
177,9,1,1867,55.5782,33.3356,Auckland,NEW,New Zealand,36.17S,175.03E
178,10,1,1867,57.209,33.1304,Auckland,NEW,New Zealand,36.17S,175.03E
179,11,1,1867,57.3314,36.9788,Auckland,NEW,New Zealand,36.17S,175.03E
180,12,1,1867,63.041,34.8782,Auckland,NEW,New Zealand,36.17S,175.03E
181,1,1,1868,63.7088,33.5264,Auckland,NEW,New Zealand,36.17S,175.03E
182,2,1,1868,62.9726,35.492,Auckland,NEW,New Zealand,36.17S,175.03E
183,3,1,1868,63.3146,34.3634,Auckland,NEW,New Zealand,36.17S,175.03E
184,4,1,1868,60.2762,35.9942,Auckland,NEW,New Zealand,36.17S,175.03E
185,5,1,1868,56.8994,34.4786,Auckland,NEW,New Zealand,36.17S,175.03E
186,6,1,1868,54.005,33.782,Auckland,NEW,New Zealand,36.17S,175.03E
187,7,1,1868,53.5982,34.1078,Auckland,NEW,New Zealand,36.17S,175.03E
188,8,1,1868,52.052,33.4994,Auckland,NEW,New Zealand,36.17S,175.03E
189,9,1,1868,53.7008,33.3518,Auckland,NEW,New Zealand,36.17S,175.03E
190,10,1,1868,55.3118,33.566,Auckland,NEW,New Zealand,36.17S,175.03E
191,11,1,1868,58.5104,34.1096,Auckland,NEW,New Zealand,36.17S,175.03E
192,12,1,1868,60.7874,34.1708,Auckland,NEW,New Zealand,36.17S,175.03E
193,1,1,1869,64.7744,36.3254,Auckland,NEW,New Zealand,36.17S,175.03E
194,2,1,1869,65.1074,36.3668,Auckland,NEW,New Zealand,36.17S,175.03E
195,3,1,1869,63.2642,33.8342,Auckland,NEW,New Zealand,36.17S,175.03E
196,4,1,1869,72,34.7054,Auckland,NEW,New Zealand,36.17S,175.03E
197,5,1,1869,56.66,33.5678,Auckland,NEW,New Zealand,36.17S,175.03E
198,6,1,1869,54.8294,33.935,Auckland,NEW,New Zealand,36.17S,175.03E
199,7,1,1869,51.449,33.2942,Auckland,NEW,New Zealand,36.17S,175.03E
200,8,1,1869,52.9124,33.3734,Auckland,NEW,New Zealand,36.17S,175.03E
201,9,1,1869,53.8574,33.1178,Auckland,NEW,New Zealand,36.17S,175.03E
202,10,1,1869,55.9886,33.7802,Auckland,NEW,New Zealand,36.17S,175.03E
203,11,1,1869,59.4338,33.0458,Auckland,NEW,New Zealand,36.17S,175.03E
204,12,1,1869,62.9906,35.015,Auckland,NEW,New Zealand,36.17S,175.03E
205,1,1,1870,65.3702,33.7406,Auckland,NEW,New Zealand,36.17S,175.03E
206,2,1,1870,65.9174,34.394,Auckland,NEW,New Zealand,36.17S,175.03E
207,3,1,1870,64.382,33.9476,Auckland,NEW,New Zealand,36.17S,175.03E
208,4,1,1870,60.0296,34.0466,Auckland,NEW,New Zealand,36.17S,175.03E
209,5,1,1870,57.7994,33.98,Auckland,NEW,New Zealand,36.17S,175.03E
210,6,1,1870,56.1974,33.9854,Auckland,NEW,New Zealand,36.17S,175.03E
211,7,1,1870,53.3066,33.4436,Auckland,NEW,New Zealand,36.17S,175.03E
212,8,1,1870,52.9034,33.107,Auckland,NEW,New Zealand,36.17S,175.03E
213,9,1,1870,54.1166,33.6362,Auckland,NEW,New Zealand,36.17S,175.03E
214,10,1,1870,57.0704,33.728,Auckland,NEW,New Zealand,36.17S,175.03E
215,11,1,1870,61.1492,34.7918,Auckland,NEW,New Zealand,36.17S,175.03E
216,12,1,1870,59.1656,34.3742,Auckland,NEW,New Zealand,36.17S,175.03E
217,1,1,1871,62.915,34.3184,Auckland,NEW,New Zealand,36.17S,175.03E
218,2,1,1871,64.0076,35.1644,Auckland,NEW,New Zealand,36.17S,175.03E
219,3,1,1871,63.338,33.8234,Auckland,NEW,New Zealand,36.17S,175.03E
220,4,1,1871,59.6606,33.6416,Auckland,NEW,New Zealand,36.17S,175.03E
221,5,1,1871,58.2116,33.0944,Auckland,NEW,New Zealand,36.17S,175.03E
222,6,1,1871,54.77,32.9648,Auckland,NEW,New Zealand,36.17S,175.03E
223,7,1,1871,54.1724,32.981,Auckland,NEW,New Zealand,36.17S,175.03E
224,8,1,1871,52.556,33.3392,Auckland,NEW,New Zealand,36.17S,175.03E
225,9,1,1871,53.0798,33.1142,Auckland,NEW,New Zealand,36.17S,175.03E
226,10,1,1871,55.9292,33.872,NA,,NA,36.17S,175.03E
227,11,1,1871,58.5752,33.692,Auckland,NEW,New Zealand,36.17S,175.03E
228,12,1,1871,61.3958,33.7352,Auckland,NEW,New Zealand,36.17S,175.03E
229,1,1,1872,66.4898,36.6854,Auckland,NEW,New Zealand,36.17S,175.03E
230,2,1,1872,68.0234,34.6784,Auckland,NEW,New Zealand,36.17S,175.03E
231,3,1,1872,64.1642,33.9134,Auckland,NEW,New Zealand,36.17S,175.03E
232,4,1,1872,61.9844,35.069,Auckland,NEW,New Zealand,36.17S,175.03E
233,5,1,1872,59.2718,33.6362,Auckland,NEW,New Zealand,36.17S,175.03E
234,6,1,1872,55.184,33.908,Auckland,NEW,New Zealand,36.17S,175.03E
235,7,1,1872,54.005,33.674,Auckland,NEW,New Zealand,36.17S,175.03E
236,8,1,1872,51.9728,33.9512,Auckland,NEW,New Zealand,36.17S,175.03E
237,9,1,1872,54.725,33.2042,Auckland,NEW,New Zealand,36.17S,175.03E
238,10,1,1872,55.328,33.4904,Auckland,NEW,New Zealand,36.17S,175.03E
239,11,1,1872,60.125,33.7838,Auckland,NEW,New Zealand,36.17S,175.03E
240,12,1,1872,65.6204,35.3786,Auckland,NEW,New Zealand,36.17S,175.03E
241,1,1,1873,64.2056,34.1366,Auckland,NEW,New Zealand,36.17S,175.03E
242,2,1,1873,64.6934,33.4868,Auckland,NEW,New Zealand,36.17S,175.03E
243,3,1,1873,64.9202,33.8072,Auckland,NEW,New Zealand,36.17S,175.03E
244,4,1,1873,60.161,35.1158,Auckland,NEW,New Zealand,36.17S,175.03E
245,5,1,1873,58.3592,33.4724,Auckland,NEW,New Zealand,36.17S,175.03E
246,6,1,1873,55.4774,33.1826,Auckland,NEW,New Zealand,36.17S,175.03E
247,7,1,1873,52.6298,33.2186,Auckland,NEW,New Zealand,36.17S,175.03E
248,8,1,1873,53.3606,32.801,Auckland,NEW,New Zealand,36.17S,175.03E
249,9,1,1873,54.2048,33.809,Auckland,NEW,New Zealand,36.17S,175.03E
250,10,1,1873,56.3846,33.5138,Auckland,NEW,New Zealand,36.17S,175.03E
251,11,1,1873,59.3672,33.1106,Auckland,NEW,New Zealand,36.17S,175.03E
252,12,1,1873,63.9068,33.4904,Auckland,NEW,New Zealand,36.17S,175.03E
253,1,1,1874,66.3242,34.8296,Auckland,NEW,New Zealand,36.17S,175.03E
254,2,1,1874,66.3098,34.2734,Auckland,NEW,New Zealand,36.17S,175.03E
255,3,1,1874,65.3252,34.5434,Auckland,NEW,New Zealand,36.17S,175.03E
256,4,1,1874,61.0412,33.8036,Auckland,NEW,New Zealand,36.17S,175.03E
257,5,1,1874,57.8102,33.9134,Auckland,NEW,New Zealand,36.17S,175.03E
258,6,1,1874,54.1598,34.3436,Auckland,NEW,New Zealand,36.17S,175.03E
259,7,1,1874,52.1906,33.3482,Auckland,NEW,New Zealand,36.17S,175.03E
260,8,1,1874,53.7998,33.026,Auckland,NEW,New Zealand,36.17S,175.03E
261,9,1,1874,54.9284,32.8478,Auckland,NEW,New Zealand,36.17S,175.03E
262,10,1,1874,54.9644,33.0224,Auckland,NEW,New Zealand,36.17S,175.03E
263,11,1,1874,59.0234,33.2366,Auckland,NEW,New Zealand,36.17S,175.03E
264,12,1,1874,61.88,33.7172,Auckland,NEW,New Zealand,36.17S,175.03E
265,1,1,1875,64.58,33.6434,Auckland,NEW,New Zealand,36.17S,175.03E
266,2,1,1875,66.9002,34.2158,Auckland,NEW,New Zealand,36.17S,175.03E
267,3,1,1875,64.328,33.3932,Auckland,NEW,New Zealand,36.17S,175.03E
268,4,1,1875,63.2516,33.9026,Auckland,NEW,New Zealand,36.17S,175.03E
269,5,1,1875,58.1936,33.4238,Auckland,NEW,New Zealand,36.17S,175.03E
270,6,1,1875,55.283,33.7712,Auckland,NEW,New Zealand,36.17S,175.03E
271,7,1,1875,54.3596,33.5912,Auckland,NEW,New Zealand,36.17S,175.03E
272,8,1,1875,52.3022,32.8604,Auckland,NEW,New Zealand,36.17S,175.03E
273,9,1,1875,52.7882,33.1052,Auckland,NEW,New Zealand,36.17S,175.03E
274,10,1,1875,55.8266,33.0854,Auckland,NEW,New Zealand,36.17S,175.03E
275,11,1,1875,57.7958,33.8144,Auckland,NEW,New Zealand,36.17S,175.03E
276,12,1,1875,63.6638,33.6596,Auckland,NEW,New Zealand,36.17S,175.03E
277,1,1,1876,65.3684,33.764,Auckland,NEW,New Zealand,36.17S,175.03E
278,2,1,1876,66.191,33.6992,Auckland,NEW,New Zealand,36.17S,175.03E
279,3,1,1876,65.5322,33.7802,Auckland,NEW,New Zealand,36.17S,175.03E
280,4,1,1876,61.9322,33.7154,Auckland,NEW,New Zealand,36.17S,175.03E
281,5,1,1876,58.2872,33.188,Auckland,NEW,New Zealand,36.17S,175.03E
282,6,1,1876,55.0526,34.5218,Auckland,NEW,New Zealand,36.17S,175.03E
283,7,1,1876,53.9006,33.9188,Auckland,NEW,New Zealand,36.17S,175.03E
284,8,1,1876,53.2256,33.4616,Auckland,NEW,New Zealand,36.17S,175.03E
285,9,1,1876,54.5594,32.7956,Auckland,NEW,New Zealand,36.17S,175.03E
286,10,1,1876,58.4798,33.4634,Auckland,NEW,New Zealand,36.17S,175.03E
287,11,1,1876,60.8378,33.9296,Auckland,NEW,New Zealand,36.17S,175.03E
288,12,1,1876,61.7522,34.5758,Auckland,NEW,New Zealand,36.17S,175.03E
289,1,1,1877,64.5638,34.5128,Auckland,NEW,New Zealand,36.17S,175.03E
290,2,1,1877,65.4908,34.7774,Auckland,NEW,New Zealand,36.17S,175.03E
291,3,1,1877,64.9724,33.3734,Auckland,NEW,New Zealand,36.17S,175.03E
292,4,1,1877,59.9396,34.2932,Auckland,NEW,New Zealand,36.17S,175.03E
293,5,1,1877,56.6096,33.3482,Auckland,NEW,New Zealand,36.17S,175.03E
294,6,1,1877,54.2228,34.8152,Auckland,NEW,New Zealand,36.17S,175.03E
295,7,1,1877,51.7082,33.215,Auckland,NEW,New Zealand,36.17S,175.03E
296,8,1,1877,53.0798,33.8036,Auckland,NEW,New Zealand,36.17S,175.03E
297,9,1,1877,53.4452,33.1988,Auckland,NEW,New Zealand,36.17S,175.03E
298,10,1,1877,56.5988,33.5372,Auckland,NEW,New Zealand,36.17S,175.03E
299,11,1,1877,59.7758,33.6866,Auckland,NEW,New Zealand,36.17S,175.03E
300,12,1,1877,61.889,35.7062,Auckland,NEW,New Zealand,36.17S,175.03E
301,1,1,1878,62.4236,34.3778,Auckland,NEW,New Zealand,36.17S,175.03E
302,2,1,1878,63.1724,35.1212,Auckland,NEW,New Zealand,36.17S,175.03E
303,3,1,1878,64.0778,34.2644,Auckland,NEW,New Zealand,36.17S,175.03E
304,4,1,1878,62.186,33.9962,Auckland,NEW,New Zealand,36.17S,175.03E
305,5,1,1878,56.1326,34.052,Auckland,NEW,New Zealand,36.17S,175.03E
306,6,1,1878,55.4378,33.7982,Auckland,NEW,New Zealand,36.17S,175.03E
307,7,1,1878,52.4426,33.5354,Auckland,NEW,New Zealand,36.17S,175.03E
308,8,1,1878,51.7064,33.5192,Auckland,NEW,New Zealand,36.17S,175.03E
309,9,1,1878,56.057,33.692,Auckland,NEW,New Zealand,36.17S,175.03E
310,10,1,1878,56.237,33.4418,Auckland,NEW,New Zealand,36.17S,175.03E
311,11,1,1878,60.3158,34.2428,Auckland,NEW,New Zealand,36.17S,175.03E
312,12,1,1878,64.8428,34.4606,Auckland,NEW,New Zealand,36.17S,175.03E
313,1,1,1879,64.2218,33.7712,Auckland,NEW,New Zealand,36.17S,175.03E
314,2,1,1879,63.4064,33.9836,Auckland,NEW,New Zealand,36.17S,175.03E
315,3,1,1879,64.6448,33.1502,Auckland,NEW,New Zealand,36.17S,175.03E
316,4,1,1879,58.9316,34.4192,Auckland,NEW,New Zealand,36.17S,175.03E
317,5,1,1879,58.8992,34.0988,Auckland,NEW,New Zealand,36.17S,175.03E
318,6,1,1879,54.2822,33.449,Auckland,NEW,New Zealand,36.17S,175.03E
319,7,1,1879,52.457,33.8054,Auckland,NEW,New Zealand,36.17S,175.03E
320,8,1,1879,52.3832,33.4094,Auckland,NEW,New Zealand,36.17S,175.03E
